participant	trial	det	noun	lemma	target_lemma	noun.end	last_a	root.end	es.gender	eu.syl.num	es	en	detGender	detNumber	lemma_phon_gender	noun_phon_gender	analogical	phon_lemma	phon_noun	default_f	default_m	repetition	fluidgen
A3	28	la	lepo-a	lepo	lepo	a	1	o	m	2	cuello	neck	f	s	m	f	0	0	1	1	0	0	
A3	29	la	ezpain-a	ezpain	ezpain	a	1	n	m	2	labio	lip	f	s	m	f	0	0	1	1	0	0	
A3	30	la	ezti-a	ezti	ezti	a	1	i	f	2	miel	honey	f	s	m	f	1	0	1	1	0	0	
A3	31	el	pospolo	pospolo	pospolo	o	0	o	f	3	cerilla	match	m	s	m	m	0	1	1	0	1	0	
A3	32	la	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	f	s	m	f	0	0	1	1	0	0	
A3	33	el	eguzki-a	eguzki	eguzki	a	1	i	m	3	sol	sun	m	s	m	f	1	1	0	0	1	0	
A3	35	la	praka	praka	galtza	a	1	a	m	2	pantalón	trouser	f	s	f	f	0	1	1	1	0	0	
A4	1	el	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	m	s	m	f	0	1	0	0	1	0	
A4	2	el	begi-a	begi	begi	a	1	i	m	2	ojo	eye	m	s	m	f	1	1	0	0	1	0	
A4	3	el	kirten-a	kirten	kirten	a	1	n	m	2	mango	handle	m	s	m	f	1	1	0	0	1	0	
A4	4	el	kipula	tipula	tipula	a	1	a	f	3	cebolla	onion	m	s	f	f	0	0	0	0	1	0	
A4	5	el	eraztun-a	eraztun	eraztun	a	1	n	m	3	anillo	ring	m	s	m	f	1	1	0	0	1	1	
A4	6	el	eraztun-a	eraztun	eraztun	a	1	n	m	3	anillo	ring	m	s	m	f	1	1	0	0	1	1	
A4	7	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
A4	8	el	ogi-a	ogi	ogi	a	1	i	m	2	pan	bread	m	s	m	f	1	1	0	0	1	0	
A4	9	el	moko-a	moko	moko	a	1	o	m	2	pico	beak	m	s	m	f	1	1	0	0	1	0	
A4	12	la	tanta	tanta	tanta	a	1	a	f	2	gota	drop	f	s	f	f	1	1	1	1	0	0	
A4	14	el	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	m	s	m	f	0	1	0	0	1	0	
A4	15	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	0	
A4	16	el	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	m	s	m	f	0	1	0	0	1	0	
A4	17	el	soineko	soineko	soineko	o	0	o	m	3	vestido	dress	m	s	m	m	1	1	1	0	1	0	
A4	18	el	uda	uda	uda	a	1	a	m	2	verano	summer	m	s	f	f	1	0	0	0	1	0	
A4	19	el	babarrun	babarrun	babarrun	n	0	n	f	3	alubia	bean	m	s	m	m	0	1	1	0	1	0	
A4	20	del	ilargi	ilargi	ilargi	i	0	i	f	3	luna	moon	m	s	m	m	0	1	1	0	1	0	
A4	25	el	gezi	gezi	gezi	i	0	i	f	2	flecha	arrow	m	s	m	m	0	1	1	0	1	0	
A4	26	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
A4	27	el	malko	malko	malko	o	0	o	f	2	lágrima	tear	m	s	m	m	0	1	1	0	1	0	
A4	28	el	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	m	s	f	f	1	0	0	0	1	0	
A4	29	la	bekain	bekain	bekain	n	0	n	f	2	ceja	eyebrow	f	s	m	m	1	0	0	1	0	0	
A4	30	el	zubi	zubi	zubi	i	0	i	m	2	puente	bridge	m	s	m	m	1	1	1	0	1	1	
A4	31	el	zubi	zubi	zubi	i	0	i	m	2	puente	bridge	m	s	m	m	1	1	1	0	1	1	
A4	32	el	beso	beso	beso	o	0	o	m	2	brazo	arm	m	s	m	m	1	1	1	0	1	1	
A4	33	el	beso	beso	beso	o	0	o	m	2	brazo	arm	m	s	m	m	1	1	1	0	1	1	
A4	34	el	errota	errota	errota	a	1	a	m	3	molino	mill	m	s	f	f	1	0	0	0	1	0	
A4	35	el	lepo	lepo	lepo	o	0	o	m	2	cuello	neck	m	s	m	m	1	1	1	0	1	0	
A4	36	el	ezpain	ezpain	ezpain	n	0	n	m	2	labio	lip	m	s	m	m	1	1	1	0	1	0	
A4	37	el	ezti	ezti	ezti	i	0	i	f	2	miel	honey	m	s	m	m	0	1	1	0	1	0	
A4	38	el	pospolo	pospolo	pospolo	o	0	o	f	3	cerilla	match	m	s	m	m	0	1	1	0	1	0	
A4	40	el	eguzki	eguzki	eguzki	i	0	i	m	3	sol	sun	m	s	m	m	1	1	1	0	1	0	
A5	2	la	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	f	s	m	f	1	0	1	1	0	0	
A5	3	el	begi-a	begi	begi	a	1	i	m	2	ojo	eye	m	s	m	f	1	1	0	0	1	0	
A5	4	el	kirten	kirten	kirten	n	0	n	m	2	mango	handle	m	s	m	m	1	1	1	0	1	0	
A5	5	la	tipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	0	
A5	7	el	eraztun	eraztun	eraztun	n	0	n	m	3	anillo	ring	m	s	m	m	1	1	1	0	1	0	
A5	8	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
A5	9	la	ogi-a	ogi	ogi	a	1	i	m	2	pan	bread	f	s	m	f	0	0	1	1	0	0	
A5	10	la	moko-a	moko	moko	a	1	o	m	2	pico	beak	f	s	m	f	0	0	1	1	0	0	
A5	11	la	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	f	s	m	f	1	0	1	1	0	0	
A5	12	la	tanta	tanta	tanta	a	1	a	f	2	gota	drop	f	s	f	f	1	1	1	1	0	0	
A5	13	la	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	f	s	m	f	1	0	1	1	0	0	
A5	14	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	0	
A5	15	la	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	f	s	m	f	1	0	1	1	0	0	
A5	16	la	soineko	soineko	soineko	o	0	o	m	3	vestido	dress	f	s	m	m	0	0	0	1	0	0	
A5	17	la	uda	uda	uda	a	1	a	m	2	verano	summer	f	s	f	f	0	1	1	1	0	0	
A5	18	el	babarrun	babarrun	babarrun	n	0	n	f	3	alubia	bean	m	s	m	m	0	1	1	0	1	0	
A5	19	la	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	f	s	m	f	1	0	1	1	0	0	
A5	20	la	gezi-a	gezi	gezi	a	1	i	f	2	flecha	arrow	f	s	m	f	1	0	1	1	0	0	
A5	21	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
A5	22	la	malko-a	malko	malko	a	1	o	f	2	lágrima	tear	f	s	m	f	1	0	1	1	0	0	
A5	23	la	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	f	s	f	f	0	1	1	1	0	0	
A5	24	la	bekain-a	bekain	bekain	a	1	n	f	2	ceja	eyebrow	f	s	m	f	1	0	1	1	0	0	
A5	25	la	zubi-a	zubi	zubi	a	1	i	m	2	puente	bridge	f	s	m	f	0	0	1	1	0	0	
A5	26	la	beso-a	beso	beso	a	1	o	m	2	brazo	arm	f	s	m	f	0	0	1	1	0	0	
A5	27	la	errota	errota	errota	a	1	a	m	3	molino	mill	f	s	f	f	0	1	1	1	0	0	
A5	28	la	lepo-a	lepo	lepo	a	1	o	m	2	cuello	neck	f	s	m	f	0	0	1	1	0	0	
A5	29	la	ezpain-a	ezpain	ezpain	a	1	n	m	2	labio	lip	f	s	m	f	0	0	1	1	0	0	
A5	30	la	ezti-a	ezti	ezti	a	1	i	f	2	miel	honey	f	s	m	f	1	0	1	1	0	0	
A5	31	la	pospolo	pospolo	pospolo	o	0	o	f	3	cerilla	match	f	s	m	m	1	0	0	1	0	0	
A5	32	la	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	f	s	m	f	0	0	1	1	0	0	
A5	33	el	eguzki-a	eguzki	eguzki	a	1	i	m	3	sol	sun	m	s	m	f	1	1	0	0	1	0	
A5	34	la	praka	praka	galtza	a	1	a	m	2	pantalón	trouser	f	s	f	f	0	1	1	1	0	0	
A6	1	la	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	f	s	m	f	1	0	1	1	0	0	
A6	2	el	begi-a	begi	begi	a	1	i	m	2	ojo	eye	m	s	m	f	1	1	0	0	1	0	
A6	3	el	kirten-a	kirten	kirten	a	1	n	m	2	mango	handle	m	s	m	f	1	1	0	0	1	0	
A6	4	la	tipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	0	
A6	7	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
A6	8	el	ogi-a	ogi	ogi	a	1	i	m	2	pan	bread	m	s	m	f	1	1	0	0	1	0	
A6	9	el	moko-a	moko	moko	a	1	o	m	2	pico	beak	m	s	m	f	1	1	0	0	1	0	
A6	10	el	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	m	s	m	f	0	1	0	0	1	0	
A6	12	el	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	m	s	m	f	0	1	0	0	1	0	
A6	13	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	0	
A6	14	la	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	f	s	m	f	1	0	1	1	0	0	
A6	15	el	soineko	soineko	soineko	o	0	o	m	3	vestido	dress	m	s	m	m	1	1	1	0	1	0	
A6	16	la	uda	uda	uda	a	1	a	m	2	verano	summer	f	s	f	f	0	1	1	1	0	0	
A6	17	la	babarrun-a	babarrun	babarrun	a	1	n	f	3	alubia	bean	f	s	m	f	1	0	1	1	0	0	
A6	18	la	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	f	s	m	f	1	0	1	1	0	0	
A6	20	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
A6	21	la	malko-a	malko	malko	a	1	o	f	2	lágrima	tear	f	s	m	f	1	0	1	1	0	0	
A6	22	la	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	f	s	f	f	0	1	1	1	0	0	
A6	23	la	bekain-a	bekain	bekain	a	1	n	f	2	ceja	eyebrow	f	s	m	f	1	0	1	1	0	0	
A6	24	el	zubi-a	zubi	zubi	a	1	i	m	2	puente	bridge	m	s	m	f	1	1	0	0	1	0	
A6	25	la	beso-a	beso	beso	a	1	o	m	2	brazo	arm	f	s	m	f	0	0	1	1	0	0	
A6	26	la	errota	errota	errota	a	1	a	m	3	molino	mill	f	s	f	f	0	1	1	1	0	0	
A6	27	el	lepo-a	lepo	lepo	a	1	o	m	2	cuello	neck	m	s	m	f	1	1	0	0	1	0	
A6	29	la	ezti-a	ezti	ezti	a	1	i	f	2	miel	honey	f	s	m	f	1	0	1	1	0	0	
A6	30	el	pospolo	pospolo	pospolo	o	0	o	f	3	cerilla	match	m	s	m	m	0	1	1	0	1	0	
A6	31	el	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	m	s	m	f	1	1	0	0	1	0	
A6	32	el	eguzki-a	eguzki	eguzki	a	1	i	m	3	sol	sun	m	s	m	f	1	1	0	0	1	0	
A7	1	el	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	m	s	m	f	0	1	0	0	1	0	
A7	3	el	kirten-a	kirten	kirten	a	1	n	m	2	mango	handle	m	s	m	f	1	1	0	0	1	0	
A7	4	la	tipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	0	
A7	5	la	eraztun-a	eraztun	eraztun	a	1	n	m	3	anillo	ring	f	s	m	f	0	0	1	1	0	0	
A7	6	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
A7	7	el	ogi-a	ogi	ogi	a	1	i	m	2	pan	bread	m	s	m	f	1	1	0	0	1	0	
A7	8	el	moko-a	moko	moko	a	1	o	m	2	pico	beak	m	s	m	f	1	1	0	0	1	0	
A7	9	la	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	f	s	m	f	1	0	1	1	0	0	
A7	10	la	tanta	tanta	tanta	a	1	a	f	2	gota	drop	f	s	f	f	1	1	1	1	0	1	
A7	11	la	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	f	s	m	f	1	0	1	1	0	1	*
A7	12	el	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	m	s	m	f	0	1	0	0	1	1	*
A7	13	la	tanta	tanta	tanta	a	1	a	f	2	gota	drop	f	s	f	f	1	1	1	1	0	1	
A7	14	el	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	m	s	m	f	0	1	0	0	1	1	*
A7	15	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	1	*
A7	16	el	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	m	s	m	f	0	1	0	0	1	1	
A7	17	el	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	m	s	m	f	0	1	0	0	1	1	
A7	19	el	uda	uda	uda	a	1	a	m	2	verano	summer	m	s	f	f	1	0	0	0	1	1	
A7	20	el	uda	uda	uda	a	1	a	m	2	verano	summer	m	s	f	f	1	0	0	0	1	1	
A7	21	la	babarrun-a	babarrun	babarrun	a	1	n	f	3	alubia	bean	f	s	m	f	1	0	1	1	0	0	
A7	22	el	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	m	s	m	f	0	1	0	0	1	1	*
A7	23	la	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	f	s	m	f	1	0	1	1	0	1	*
A7	24	la	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	f	s	m	f	1	0	1	1	0	1	*
A7	26	la	gezi-a	gezi	gezi	a	1	i	f	2	flecha	arrow	f	s	m	f	1	0	1	1	0	0	
A7	27	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
A7	28	el	malko-a	malko	malko	a	1	o	f	2	lágrima	tear	m	s	m	f	0	1	0	0	1	0	
A7	29	el	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	m	s	f	f	1	0	0	0	1	1	
A7	31	el	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	m	s	f	f	1	0	0	0	1	1	
A7	33	el	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	m	s	f	f	1	0	0	0	1	1	
A7	35	el	zubi-a	zubi	zubi	a	1	i	m	2	puente	bridge	m	s	m	f	1	1	0	0	1	0	
A7	36	el	beso-a	beso	beso	a	1	o	m	2	brazo	arm	m	s	m	f	1	1	0	0	1	0	
A7	37	el	errota	errota	errota	a	1	a	m	3	molino	mill	m	s	f	f	1	0	0	0	1	0	
A7	38	el	lepo-a	lepo	lepo	a	1	o	m	2	cuello	neck	m	s	m	f	1	1	0	0	1	0	
A7	40	la	ezpain-a	ezpain	ezpain	a	1	n	m	2	labio	lip	f	s	m	f	0	0	1	1	0	0	
A7	42	el	pospolo	pospolo	pospolo	o	0	o	f	3	cerilla	match	m	s	m	m	0	1	1	0	1	0	
A7	43	el	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	m	s	m	f	1	1	0	0	1	0	
A7	44	el	eguzki	eguzki	eguzki	i	0	i	m	3	sol	sun	m	s	m	m	1	1	1	0	1	0	
A7	45	el	praka	praka	galtza	a	1	a	m	2	pantalón	trouser	m	s	f	f	1	0	0	0	1	0	
A7	46	el	soineko-a	soineko	soineko	a	1	o	m	3	vestido	dress	m	s	m	f	1	1	0	0	1	0	
A8	1	el	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	m	s	m	f	0	1	0	0	1	0	
A8	5	la	tipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	0	
A8	6	la	eraztun-a	eraztun	eraztun	a	1	n	m	3	anillo	ring	f	s	m	f	0	0	1	1	0	0	
A8	7	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
A8	8	la	ogi-a	ogi	ogi	a	1	i	m	2	pan	bread	f	s	m	f	0	0	1	1	0	0	
A8	9	la	moko-a	moko	moko	a	1	o	m	2	pico	beak	f	s	m	f	0	0	1	1	0	0	
A8	10	la	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	f	s	m	f	1	0	1	1	0	0	
A8	11	la	tanta	tanta	tanta	a	1	a	f	2	gota	drop	f	s	f	f	1	1	1	1	0	1	
A8	12	la	tanta	tanta	tanta	a	1	a	f	2	gota	drop	f	s	f	f	1	1	1	1	0	1	
A8	13	el	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	m	s	m	f	0	1	0	0	1	0	
A8	14	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	0	
A8	15	la	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	f	s	m	f	1	0	1	1	0	0	
A8	16	el	soineko-a	soineko	soineko	a	1	o	m	3	vestido	dress	m	s	m	f	1	1	0	0	1	0	
A8	17	la	udara	udara	uda	a	1	a	m	3	verano	summer	f	s	f	f	0	1	1	1	0	0	
A8	18	la	babarrun-a	babarrun	babarrun	a	1	n	f	3	alubia	bean	f	s	m	f	1	0	1	1	0	0	
A8	19	el	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	m	s	m	f	0	1	0	0	1	0	
A8	20	la	gezi-a	gezi	gezi	a	1	i	f	2	flecha	arrow	f	s	m	f	1	0	1	1	0	0	
A8	21	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
A8	22	el	malko-a	malko	malko	a	1	o	f	2	lágrima	tear	m	s	m	f	0	1	0	0	1	0	
A8	23	la	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	f	s	f	f	0	1	1	1	0	0	
A8	24	el	bekain-a	bekain	bekain	a	1	n	f	2	ceja	eyebrow	m	s	m	f	0	1	0	0	1	0	
A8	25	la	zubi-a	zubi	zubi	a	1	i	m	2	puente	bridge	f	s	m	f	0	0	1	1	0	0	
A8	26	el	beso-a	beso	beso	a	1	o	m	2	brazo	arm	m	s	m	f	1	1	0	0	1	0	
A8	27	la	errota	errota	errota	a	1	a	m	3	molino	mill	f	s	f	f	0	1	1	1	0	0	
A8	28	el	lepo-a	lepo	lepo	a	1	o	m	2	cuello	neck	m	s	m	f	1	1	0	0	1	0	
A8	29	la	ezpain-a	ezpain	ezpain	a	1	n	m	2	labio	lip	f	s	m	f	0	0	1	1	0	0	
A8	30	la	ezti-a	ezti	ezti	a	1	i	f	2	miel	honey	f	s	m	f	1	0	1	1	0	0	
A8	31	el	pospolo-a	pospolo	pospolo	a	1	o	f	3	cerilla	match	m	s	m	f	0	1	0	0	1	0	
A8	32	la	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	f	s	m	f	0	0	1	1	0	0	
A8	33	el	eguzki-a	eguzki	eguzki	a	1	i	m	3	sol	sun	m	s	m	f	1	1	0	0	1	0	
A8	34	la	praka	praka	galtza	a	1	a	m	2	pantalón	trouser	f	s	f	f	0	1	1	1	0	0	
A9	1	el	hosto	hosto	hosto	o	0	o	f	2	hoja	leaf	m	s	m	m	0	1	1	0	1	0	
A9	2	el	begi	begi	begi	i	0	i	m	2	ojo	eye	m	s	m	m	1	1	1	0	1	0	
A9	3	el	kirten	kirten	kirten	n	0	n	m	2	mango	handle	m	s	m	m	1	1	1	0	1	0	
A9	4	el	kipula	tipula	tipula	a	1	a	f	3	cebolla	onion	m	s	f	f	0	0	0	0	1	1	*
A9	5	la	kipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	1	*
A9	6	el	eraztun-a	eraztun	eraztun	a	1	n	m	3	anillo	ring	m	s	m	f	1	1	0	0	1	0	
A9	8	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
A9	9	el	ogi	ogi	ogi	i	0	i	m	2	pan	bread	m	s	m	m	1	1	1	0	1	0	
A9	10	el	moko	moko	moko	o	0	o	m	2	pico	beak	m	s	m	m	1	1	1	0	1	1	
A9	11	el	moko	moko	moko	o	0	o	m	2	pico	beak	m	s	m	m	1	1	1	0	1	1	
A9	12	el	ilargi	ilargi	ilargi	i	0	i	f	3	luna	moon	m	s	m	m	0	1	1	0	1	0	
A9	15	el	euri	euri	euri	i	0	i	f	2	lluvia	rain	m	s	m	m	0	1	1	0	1	0	
A9	16	el	leiho	leiho	leiho	o	0	o	f	2	ventana	window	m	s	m	m	0	1	1	0	1	0	
A9	17	el	txanpon	txanpon	txanpon	n	0	n	f	2	moneda	coin	m	s	m	m	0	1	1	0	1	0	
A9	18	el	soineko	soineko	soineko	o	0	o	m	3	vestido	dress	m	s	m	m	1	1	1	0	1	0	
A9	19	el	uda	uda	uda	a	1	a	m	2	verano	summer	m	s	f	f	1	0	0	0	1	0	
A9	20	el	babarrun	babarrun	babarrun	n	0	n	f	3	alubia	bean	m	s	m	m	0	1	1	0	1	0	
A9	21	el	belaun	belaun	belaun	n	0	n	f	2	rodilla	knee	m	s	m	m	0	1	1	0	1	0	
A9	22	el	gezi	gezi	gezi	i	0	i	f	2	flecha	arrow	m	s	m	m	0	1	1	0	1	0	
A9	24	el	malko	malko	malko	o	0	o	f	2	lágrima	tear	m	s	m	m	0	1	1	0	1	0	
A9	25	el	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	m	s	f	f	1	0	0	0	1	0	
A9	26	el	bekain	bekain	bekain	n	0	n	f	2	ceja	eyebrow	m	s	m	m	0	1	1	0	1	0	
A9	27	el	zubi	zubi	zubi	i	0	i	m	2	puente	bridge	m	s	m	m	1	1	1	0	1	0	
A9	28	el	beso	beso	beso	o	0	o	m	2	brazo	arm	m	s	m	m	1	1	1	0	1	0	
A9	29	el	errota	errota	errota	a	1	a	m	3	molino	mill	m	s	f	f	1	0	0	0	1	0	
A9	33	el	pospolo	pospolo	pospolo	o	0	o	f	3	cerilla	match	m	s	m	m	0	1	1	0	1	0	
A9	34	el	kumun	komun	komun	n	0	n	m	2	cuarto de baño	toilet	m	s	m	m	1	1	1	0	1	0	
A9	35	el	eguzki	eguzki	eguzki	i	0	i	m	3	sol	sun	m	s	m	m	1	1	1	0	1	0	
B1	1	el	hosto	hosto	hosto	o	0	o	f	2	hoja	leaf	m	s	m	m	0	1	1	0	1	0	
B1	2	la	ilargi	ilargi	ilargi	i	0	i	f	3	luna	moon	f	s	m	m	1	0	0	1	0	0	
B1	3	la	belaun	belaun	belaun	n	0	n	f	2	rodilla	knee	f	s	m	m	1	0	0	1	0	0	
B1	4	el	errota	errota	errota	a	1	a	m	3	molino	mill	m	s	f	f	1	0	0	0	1	0	
B1	5	el	begi	begi	begi	i	0	i	m	2	ojo	eye	m	s	m	m	1	1	1	0	1	0	
B1	6	la	tanta	tanta	tanta	a	1	a	f	2	gota	drop	f	s	f	f	1	1	1	1	0	0	
B1	7	el	gezi	gezi	gezi	i	0	i	f	2	flecha	arrow	m	s	m	m	0	1	1	0	1	0	
B1	8	el	lepo	lepo	lepo	o	0	o	m	2	cuello	neck	m	s	m	m	1	1	1	0	1	0	
B1	9	el	kirten	kirten	kirten	n	0	n	m	2	mango	handle	m	s	m	m	1	1	1	0	1	0	
B1	10	la	euri	euri	euri	i	0	i	f	2	lluvia	rain	f	s	m	m	1	0	0	1	0	0	
B1	11	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
B1	12	la	ezpain	ezpain	ezpain	n	0	n	m	2	labio	lip	f	s	m	m	0	0	0	1	0	1	*
B1	13	el	ezpain	ezpain	ezpain	n	0	n	m	2	labio	lip	m	s	m	m	1	1	1	0	1	1	*
B1	14	la	kipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	0	
B1	15	la	leiho	leiho	leiho	o	0	o	f	2	ventana	window	f	s	m	m	1	0	0	1	0	1	*
B1	16	el	leiho	leiho	leiho	o	0	o	f	2	ventana	window	m	s	m	m	0	1	1	0	1	1	*
B1	18	la	malko	malko	malko	o	0	o	f	2	lágrima	tear	f	s	m	m	1	0	0	1	0	0	
B1	19	la	ezti-a	ezti	ezti	a	1	i	f	2	miel	honey	f	s	m	f	1	0	1	1	0	0	
B1	20	el	eraztun	eraztun	eraztun	n	0	n	m	3	anillo	ring	m	s	m	m	1	1	1	0	1	0	
B1	21	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
B1	22	el	ogi	ogi	ogi	i	0	i	m	2	pan	bread	m	s	m	m	1	1	1	0	1	0	
B1	23	el	moko	moko	moko	o	0	o	m	2	pico	beak	m	s	m	m	1	1	1	0	1	0	
B1	24	la	babarrun	babarrun	babarrun	n	0	n	f	3	alubia	bean	f	s	m	m	1	0	0	1	0	0	
B1	25	la	uda	uda	uda	a	1	a	m	2	verano	summer	f	s	f	f	0	1	1	1	0	0	
B1	26	el	soineko	soineko	soineko	o	0	o	m	3	vestido	dress	m	s	m	m	1	1	1	0	1	0	
B1	27	el	txanpon	txanpon	txanpon	n	0	n	f	2	moneda	coin	m	s	m	m	0	1	1	0	1	1	*
B1	28	la	txanpon	txanpon	txanpon	n	0	n	f	2	moneda	coin	f	s	m	m	1	0	0	1	0	1	*
B1	29	del	txanpon	txanpon	txanpon	n	0	n	f	2	moneda	coin	m	s	m	m	0	1	1	0	1	1	*
B1	30	el	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	m	s	f	f	1	0	0	0	1	1	*
B1	31	la	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	f	s	f	f	0	1	1	1	0	1	*
B1	32	la	bekain	bekain	bekain	n	0	n	f	2	ceja	eyebrow	f	s	m	m	1	0	0	1	0	0	
B1	33	el	zubi	zubi	zubi	i	0	i	m	2	puente	bridge	m	s	m	m	1	1	1	0	1	0	
B1	34	el	beso	beso	beso	o	0	o	m	2	brazo	arm	m	s	m	m	1	1	1	0	1	0	
B1	36	el	eguzki	eguzki	eguzki	i	0	i	m	3	sol	sun	m	s	m	m	1	1	1	0	1	0	
B1	37	el	komun	komun	komun	n	0	n	m	2	cuarto de baño	toilet	m	s	m	m	1	1	1	0	1	0	
B1	38	el	pospolo	pospolo	pospolo	o	0	o	f	3	cerilla	match	m	s	m	m	0	1	1	0	1	0	
B2	4	el	kirten	kirten	kirten	n	0	n	m	2	mango	handle	m	s	m	m	1	1	1	0	1	0	
B2	5	el	kipula	tipula	tipula	a	1	a	f	3	cebolla	onion	m	s	f	f	0	0	0	0	1	0	
B2	6	la	eraztun-a	eraztun	eraztun	a	1	n	m	3	anillo	ring	f	s	m	f	0	0	1	1	0	0	
B2	7	el	soka	soka	soka	a	1	a	f	2	cuerda	rope	m	s	f	f	0	0	0	0	1	0	
B2	8	el	ogi-a	ogi	ogi	a	1	i	m	2	pan	bread	m	s	m	f	1	1	0	0	1	0	
B2	9	el	moko	moko	moko	o	0	o	m	2	pico	beak	m	s	m	m	1	1	1	0	1	0	
B2	10	la	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	f	s	m	f	1	0	1	1	0	0	
B2	13	la	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	f	s	m	f	1	0	1	1	0	0	
B2	14	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	0	
